FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,9/27/2018,300
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AMERICAN AIR0012316904204,Airline,10/18/2018,288.4
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,10/19/2018,532
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,TST* THE DISTRICT,Eating Places Restaurants,10-11-2018,19.2
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SOFI LLC,Eating Places Restaurants,10-04-2018,41.6
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,CHICKIES And PETES-TERM E,Eating Places Restaurants,10-02-2018,13.07
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AMAZON.COM*MT63R2HI1,Book Stores,10-01-2018,21.04
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,UBER TRIP PSAJN,Travel,10-11-2018,3
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,PPA PHL AIRPORT,Automobile Parking Lots And Garages,10-12-2018,33
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,HILTON HOTEL AUSTIN,Lodging,10-11-2018,526.7
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,10-11-2018,145.5
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,STAPLS0169367607000001,Stationery-Office Supplies-Printing Writing Pap,10-05-2018,34.35
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,10/22/2018,599
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SMARTPARK COM,Automobile Parking Lots And Garages,10-09-2018,9.31
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,HILTON HOTELS CHICAGO,Lodging,10-05-2018,806.55
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AMERICAN AIR0012316900565,Airline,10/18/2018,251.4
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,DATA RECOGNITION CORPORAT,Business Services-Not Elsewhere Classified,10-10-2018,56.76
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,ROBOTEVENTS.COM,Organizations Membership-Not Elsewhere Classified,9/27/2018,52.35
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SMARTPARK,Automobile Parking Lots And Garages,10-05-2018,29.86
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,NIU B SUSHI,Eating Places Restaurants,10-04-2018,23.68
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,HYATT PLACE TF GREEN AIR,Lodging,10-10-2018,114.13
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AMERICAN AIR0010270249334,Airline,10-10-2018,30
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,DUNKIN DONUTS S PVD,Fast Food Restaurants,10-10-2018,4.31
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SMARTPARK,Automobile Parking Lots And Garages,10-10-2018,11.24
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,DATA RECOGNITION CORPORAT,Business Services-Not Elsewhere Classified,10-10-2018,962
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,UBER TRIP FWTGE,Travel,10-11-2018,5
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,PAYPAL *NATIONALCOU,Organizations Charitable And Social Services,9/27/2018,325
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AMERICAN AIR0010271443255,Airline,10/23/2018,30
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,HILTON LOBBY BAR,Eating Places Restaurants,10-09-2018,14.7
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,DCDT,Organizations Membership-Not Elsewhere Classified,10-02-2018,320
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,HILTON HOTELS,Lodging,9/26/2018,295.74
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,HILTON HOTELS,Lodging,9/26/2018,295.74
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,E GROUP WEBSTORES,Durable Goods Not Elsewhere Classified,10/25/2018,120
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SQ *AMERICAN CLASS,Travel,10/23/2018,44
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,DUNKIN ST1242,Misc Food Store-Convenience Mrkt Splty Vendng Macs,10-09-2018,6.83
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AMAZON.COM*MT8HI6S22,Book Stores,10-09-2018,2372.5
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,ANAHEIM DEL SOL INN,Lodging,10/21/2018,860.48
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,ULINE *SHIP SUPPLIES,Direct Marketing-Catalog Merchants,10-09-2018,242.45
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,KAPLAN EARLY LEARNING COM,Schools Educational Svc-Not Elsewhere Classified,10-03-2018,25.38
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,DCA REAGAN,Automobile Parking Lots And Garages,10/27/2018,112
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SOUTHERN HOLLYWOOD DINE,Eating Places Restaurants,10/18/2018,49
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,IRON WORKS TAVERN,Eating Places Restaurants,10-09-2018,33.3
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,RED ROSE TAVERN - D,Fast Food Restaurants,10/26/2018,24
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,FRENCH MARKET - DL,Fast Food Restaurants,10/26/2018,8.9
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,BUCA DI BEPPO-ANAHEIM,Eating Places Restaurants,10/27/2018,36.5
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,EB 2018 DELAWARE HISP,Business Services-Not Elsewhere Classified,10-01-2018,55
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AMZN MKTP US*MT6J44RT0,Book Stores,10/15/2018,81.1
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,PIZZA DELIGHT BY GIACOMO,Fast Food Restaurants,10/17/2018,43
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AMERICAN AIR0010270172124,Airline,10-09-2018,30
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,HERTZ RENT-A-CAR,Car Rental,10-10-2018,50.46
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,FOOD LION #1385,Grocery Stores Supermarkets,10/24/2018,2.78
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,CAPRIOTTI'S SANDWI,Fast Food Restaurants,10/24/2018,69.27
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SMARTPARK COM,Automobile Parking Lots And Garages,10-02-2018,9.31
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AMERICAN AIR0012315423403,Airline,10-09-2018,509.6
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,10-12-2018,280.07
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,ROBOTEVENTS.COM,Organizations Membership-Not Elsewhere Classified,9/27/2018,249.97
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,HAMPTON INNS,Lodging,10/27/2018,585.16
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,HILTON HOTELS,Lodging,9/26/2018,295.74
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,9/27/2018,300
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,WYNDHAM GRAND PITTSB DTW,Lodging,9/26/2018,564.3
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,FRENCH MARKET - DL,Fast Food Restaurants,10/26/2018,16.39
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SUPERSHUTTLE EXECUCARLAX,CLAIMS DEPT Services Not Elsewhere Classified,10/21/2018,23
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,TAP AND POUR GATE B7,Eating Places Restaurants,10-05-2018,25.3
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,DELAWARE SCHOOL NU,Organizations Membership-Not Elsewhere Classified,10/25/2018,30
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,UNITED 0162420121278,Airline,10-04-2018,366.2
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SSI*SCHOOL SPECIALTY,Direct Marketing-Other Direct Marketers-Not Elsew,10/25/2018,85.66
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,10/19/2018,35.59
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,SHERATON PARK HOTEL RESTA,Eating Places Restaurants,10/27/2018,29.09
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,MCDONALD'S F20050,Fast Food Restaurants,10-11-2018,4.98
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,UBER TRIP PSAJN,Travel,10-11-2018,20.58
2019,4,MINISTRY OF FINANCE,ATM TRANSACTION,AUSTIN AIRPORT-F And B,Fast Food Restaurants,10-11-2018,13.98
2019,4,MINISTRY OF FINANCE,E-BANKING ISSUES,STAPLS0169681712000001,Stationery-Office Supplies-Printing Writing Pap,10/18/2018,2357.65
2019,4,MINISTRY OF FINANCE,E-BANKING ISSUES,SOUTHWES 5261497895828,Airline,10-11-2018,238.97
2019,4,MINISTRY OF FINANCE,E-BANKING ISSUES,WYNDHAM GRND PITTSB F And B,Eating Places Restaurants,9/26/2018,22.83
2019,4,MINISTRY OF FINANCE,E-BANKING ISSUES,WYNDHAM GRAND PITTSB DTW,Lodging,9/26/2018,564.3
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169453513002001,Stationery-Office Supplies-Printing Writing Pap,10-11-2018,18.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,SWA*EARLYBRD5269819921386,Airline,10-11-2018,20
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169509074000001,Stationery-Office Supplies-Printing Writing Pap,10-11-2018,454.67
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169509074000002,Stationery-Office Supplies-Printing Writing Pap,10-11-2018,1.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP LAMRX,Travel,10-10-2018,14.19
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,FAMOUS FAMIGLIA BNA,Fast Food Restaurants,10-12-2018,8.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,COURTYARD AUSTIN SOUTH,Lodging,10/13/2018,502.89
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,AAA CAB SERVICE INC,CLAIMS DEPT Services Not Elsewhere Classified,10-08-2018,42
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,GRAND HYATT DENVER F And B,Eating Places Restaurants,10/17/2018,12.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,CANDLEWOOD SUITES TUCSON,Lodging,10-11-2018,312.63
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,WB MASON,Stationery-Office Supplies-Printing Writing Pap,10-10-2018,289.44
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,HILTON LOBBY BAR,Eating Places Restaurants,10-11-2018,10.7
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,CANDLEWOOD SUITES TUCSON,Lodging,10-11-2018,312.63
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,PPA PHL AIRPORT,Automobile Parking Lots And Garages,10-12-2018,44
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,MCDONALD'S F34236,Fast Food Restaurants,10-12-2018,6.03
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,AUSTIN AIRPORT-F And B,Fast Food Restaurants,10-12-2018,9.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP YKLKP,Travel,10-12-2018,2
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP EYQK5,Travel,10-12-2018,13.42
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP EYQK5,Travel,10-12-2018,2
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,SSI*SCHOOL SPECIALTY,Direct Marketing-Other Direct Marketers-Not Elsew,10/18/2018,-136.49
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169509074001001,Stationery-Office Supplies-Printing Writing Pap,10/18/2018,-0.03
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,SWA*EARLYBRD5269819921385,Airline,10-11-2018,20
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,WB MASON,Stationery-Office Supplies-Printing Writing Pap,9/26/2018,72.36
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STK*SHUTTERSTOCK INC.,Commercial Art Graphics Photography,10-10-2018,35
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,SSI*SCHOOL SPECIALTY,Direct Marketing-Other Direct Marketers-Not Elsew,9/27/2018,165.4
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,SQ *ABDIWAHAB SAHAL,Travel,10/16/2018,87.4
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169256673000001,Stationery-Office Supplies-Printing Writing Pap,10-02-2018,148.11
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,AMERICAN AIR0012312871073,Airline,9/26/2018,-347.4
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,THE GREENE TURTLE - BWI A,Eating Places Restaurants,10/15/2018,22
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,BOS TAXI 0611,Travel,10/15/2018,41.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,SQ *GREEN,Travel,10/20/2018,67
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,GRAND HYATT DENVER,Lodging,10/20/2018,829.92
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,GRAND HYATT DENVER,Lodging,10/20/2018,829.92
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,GRAND HYATT DENVER,Lodging,10/20/2018,829.92
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,PPA PHL AIRPORT,Automobile Parking Lots And Garages,10/20/2018,55
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,WHITTLESEABLUE,Travel,10/24/2018,17.27
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,WB MASON,Stationery-Office Supplies-Printing Writing Pap,10/24/2018,192.96
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP IWTFH,Travel,10-09-2018,16.73
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP IWTFH,Travel,10-09-2018,2
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP MPRQD,Travel,10-09-2018,1.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,MCDONALD'S F34236,Fast Food Restaurants,10-09-2018,7.07
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,INTERNATIONAL TRANSACTION,Internal Transaction,10/25/2018,10.35
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169453513000001,Stationery-Office Supplies-Printing Writing Pap,10-10-2018,39.64
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP 42IMW,Travel,10-11-2018,2
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP 42IMW,Travel,10-11-2018,13.19
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,CREATIVE MOBIL10510014,Travel,10/19/2018,47.55
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,BOS HUDSON NEWS ST1940,News Dealers And Newsstands,10/19/2018,23.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,NASBE,Schools Educational Svc-Not Elsewhere Classified,10-09-2018,-500
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,EASTERN SHORE COFFEE And WA,Business Services-Not Elsewhere Classified,10-04-2018,328
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,CHIPOTLE 1080,Fast Food Restaurants,10/17/2018,14.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169179118000001,Stationery-Office Supplies-Printing Writing Pap,9/28/2018,319.88
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169179118000002,Stationery-Office Supplies-Printing Writing Pap,9/28/2018,2.43
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,WB MASON,Stationery-Office Supplies-Printing Writing Pap,9/28/2018,120.6
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,10/26/2018,764.74
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,BALSAMIQ TRID959002,Computer Software Stores,10/26/2018,12
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,AMERICAN AIR0012313086397,Airline,9/26/2018,355.4
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP YKLKP,Travel,10-12-2018,17.52
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,32753 - BWI LONG TERM B,Automobile Parking Lots And Garages,10-12-2018,32
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,WB MASON,Stationery-Office Supplies-Printing Writing Pap,10-08-2018,144.72
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,THE PAIGE COMPANY CONT,Durable Goods Not Elsewhere Classified,10/20/2018,443.3
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,GRAND HYATT DENVER,Lodging,10/20/2018,8.59
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169571480000001,Stationery-Office Supplies-Printing Writing Pap,10/13/2018,429.33
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,BUBBALICIOUS BALLPITS,Bands Orchestras Misc Entrtnrs-Not Elswhr Clas,10/25/2018,689.89
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP LAMRX,Travel,10-10-2018,2
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,UBER TRIP MPRQD,Travel,10-09-2018,10.6
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,GRAND HYATT DENVER,Lodging,10/20/2018,36.84
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169453513001001,Stationery-Office Supplies-Printing Writing Pap,10-11-2018,-18.5
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,STAPLS0169256673000002,Stationery-Office Supplies-Printing Writing Pap,10-11-2018,6.26
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,COURTYARD AUSTIN SOUTH,Lodging,10/13/2018,22.19
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,BJS WHOLESALE #0197,Wholesale Clubs,10-06-2018,18.99
2019,4,MINISTRY OF FINANCE,FOREX DEPARTMENT,MARLOWES BAR,Eating Places Restaurants,10/18/2018,83.74
2019,4,MINISTRY OF FINANCE,Office of Early Learning,GREAT AMER BGL C LAS,Fast Food Restaurants,10/26/2018,23.34
2019,4,MINISTRY OF FINANCE,Office of Early Learning,32753 - BWI LONG TERM B,Automobile Parking Lots And Garages,10/26/2018,40
2019,4,MINISTRY OF FINANCE,Office of Early Learning,MILFORD DISTRICT FREE,Book Stores,10/22/2018,50
2019,4,MINISTRY OF FINANCE,Office of Early Learning,TGI FRIDAYS #1469,Eating Places Restaurants,10-10-2018,21.89
2019,4,MINISTRY OF FINANCE,Office of Early Learning,EL SOL MEXICAN RESTAURANT,Eating Places Restaurants,10-10-2018,21.18
2019,4,MINISTRY OF FINANCE,Office of Early Learning,HOLIDAY INN EXPRESS MECH,Lodging,10-11-2018,251.64
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RUBY TUESDAY #4174,Eating Places Restaurants,10-11-2018,21.37
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RIO PHO DA NANG,Eating Places Restaurants,10/23/2018,21.65
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RIO SUITES ADVANCE DEP,Lodging,10-02-2018,109.98
2019,4,MINISTRY OF FINANCE,Office of Early Learning,CHILDPLUS SOFTWARE,Computer Software Stores,10-02-2018,877.63
2019,4,MINISTRY OF FINANCE,Office of Early Learning,TAXI SVC LAS VEGAS,Travel,10/26/2018,33.7
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RIO SUITES FRONT DESK,Lodging,10/26/2018,346.95
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RIO SPORTS KITCHEN,Fast Food Restaurants,10/25/2018,21.65
2019,4,MINISTRY OF FINANCE,Office of Early Learning,OLIVE GARDEN 00013706,Eating Places Restaurants,10-09-2018,30.71
2019,4,MINISTRY OF FINANCE,Office of Early Learning,SOUTHWES 5261494563865,Airline,10-02-2018,592.96
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RIO SPORTS KITCHEN,Fast Food Restaurants,10/23/2018,12.45
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RIO PHO DA NANG,Eating Places Restaurants,10/25/2018,12.99
2019,4,MINISTRY OF FINANCE,Office of Early Learning,MCDONALD'S F35783,Fast Food Restaurants,10/26/2018,10.68
2019,4,MINISTRY OF FINANCE,Office of Early Learning,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,10-12-2018,40.01
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RIO SPORTS KITCHEN,Fast Food Restaurants,10/22/2018,18.94
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RIO SPORTS KITCHEN,Fast Food Restaurants,10/22/2018,15.16
2019,4,MINISTRY OF FINANCE,Office of Early Learning,WHITTLESEABLUE,Travel,10/22/2018,31.73
2019,4,MINISTRY OF FINANCE,Office of Early Learning,WHITTLESEABLUE,Travel,10/24/2018,1.76
2019,4,MINISTRY OF FINANCE,Office of Early Learning,RIO SPORTS KITCHEN,Fast Food Restaurants,10/24/2018,16.24
2019,4,MINISTRY OF FINANCE,Professional Standards Board,SANDROSE TROPHIES,Miscellaneous And Specialty Retail Stores,10/17/2018,12.45
2019,4,MINISTRY OF FINANCE,Professional Standards Board,K AND R GRAPHICS SIGN INC,Miscellaneous And Specialty Retail Stores,10/16/2018,263.23
2019,4,MINISTRY OF FINANCE,Professional Standards Board,SANDROSE TROPHIES,Miscellaneous And Specialty Retail Stores,10/17/2018,70
2019,4,MINISTRY OF FINANCE,State Board of Education,CONFERENCE CENTERS,Government Services-Not Elsewhere Classified,10/25/2018,200
2019,4,MINISTRY OF FINANCE,State Board of Education,PAYPAL *MARYLANDDCC,Organizations Charitable And Social Services,10/25/2018,181.37
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,RWM EMBROIDERY And MORE,Other Services Not Elsewhere Classified,10-04-2018,2354.5
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,FOOD LION #1385,Grocery Stores Supermarkets,10-09-2018,13.18
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,WILMINGTON UNIVERSITY INC,Colleges Univ Pro Schools Junior Colleges,10-11-2018,450
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,AWARDS UNLIMITED,Miscellaneous And Specialty Retail Stores,10-04-2018,7.9
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,CHICK-FIL-A #02680,Fast Food Restaurants,10-09-2018,50.77
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,AWARDS UNLIMITED,Miscellaneous And Specialty Retail Stores,10-04-2018,7.6
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,RWM EMBROIDERY And MORE,Other Services Not Elsewhere Classified,10-04-2018,570
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,SKILLSUSA ORG,Schools Educational Svc-Not Elsewhere Classified,10-02-2018,650
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,UNITED 0167213921493,Airline,10-08-2018,672.53
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,AGENT FEE 8900756499154,Airline,10-08-2018,35
2019,4,MINISTRY OF FINANCE,MOBILE BANKING,CITY OF DOVER LIBRARY,Schools Educational Svc-Not Elsewhere Classified,10-10-2018,115
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,ELVA RESA PUBLISHING LLC,Miscellaneous Publishing And Printing,10/19/2018,15.95
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,UPS*000021X956,Freight Carrier Trucking-Lcl-Lng Dist Mvg-Storage,9/30/2018,5.02
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,TC *STATIONERY HOUSE,Stationery-Office Supplies-Printing Writing Pap,10-09-2018,31.82
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,INTAC INC,Direct Marketing-Other Direct Marketers-Not Elsew,10/18/2018,87.5
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,ASSOC SUPERV AND CURR,Direct Marketing-Catalog Merchants,10/18/2018,14
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,USPS PO 0917600901,Postal Services-Government Only,10/23/2018,6.7
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,THE PAIGE COMPANY CONT,Durable Goods Not Elsewhere Classified,10/20/2018,528
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,WB MASON,Stationery-Office Supplies-Printing Writing Pap,10/17/2018,14.66
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,USPS PO 0917600901,Postal Services-Government Only,10-12-2018,6.7
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,ELVA RESA PUBLISHING LLC,Miscellaneous Publishing And Printing,10/19/2018,5
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,INTAC INC,Direct Marketing-Other Direct Marketers-Not Elsew,10/18/2018,2500
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,ASSOC SUPERV AND CURR,Direct Marketing-Catalog Merchants,10/18/2018,255.6
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,USPS PO 0917600901,Postal Services-Government Only,10-11-2018,6.7
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,AMZN MKTP US*M837V4ZZ0,Book Stores,10/22/2018,414
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,GRAND OPERA HOUSE WEB,Theatrical ProducersExcl Motion Pix Ticket Agncy,10-12-2018,38
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,CAREERBUILDER,Advertising Services,10/24/2018,299
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,10-12-2018,569.71
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,NEXTGEN REPORTING,Stenographic And Secretarial Support Services,10-05-2018,2434.7
2019,4,MINISTRY OF FINANCE,INSURANCE DEPARTMENT,STENHOUSE PUBLISHERS,Direct Marketing-Other Direct Marketers-Not Elsew,10-02-2018,-4000
